,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Arena,Point Difference,Team v. Team,Winner
661,Fri Mar 26 2021,8:00p,Denver Nuggets,113,New Orleans Pelicans,108,Smoothie King Center,5,Denver Nuggets Vs New Orleans Pelicans,Denver Nuggets
662,Fri Mar 26 2021,8:00p,Portland Trail Blazers,112,Orlando Magic,105,Amway Center,7,Portland Trail Blazers Vs Orlando Magic,Portland Trail Blazers
663,Fri Mar 26 2021,8:30p,Indiana Pacers,109,Dallas Mavericks,94,American Airlines Center,15,Indiana Pacers Vs Dallas Mavericks,Indiana Pacers
664,Fri Mar 26 2021,9:00p,Memphis Grizzlies,114,Utah Jazz,117,Vivint Smart Home Arena,3,Memphis Grizzlies Vs Utah Jazz,Utah Jazz
665,Fri Mar 26 2021,10:00p,Atlanta Hawks,124,Golden State Warriors,108,Chase Center,16,Atlanta Hawks Vs Golden State Warriors,Atlanta Hawks
666,Fri Mar 26 2021,10:30p,Cleveland Cavaliers,86,Los Angeles Lakers,100,STAPLES Center,14,Cleveland Cavaliers Vs Los Angeles Lakers,Los Angeles Lakers
667,Sat Mar 27 2021,8:00p,New York Knicks,102,Milwaukee Bucks,96,Fiserv Forum,6,New York Knicks Vs Milwaukee Bucks,New York Knicks
668,Sat Mar 27 2021,8:00p,Houston Rockets,129,Minnesota Timberwolves,107,Target Center,22,Houston Rockets Vs Minnesota Timberwolves,Houston Rockets
669,Sat Mar 27 2021,8:00p,Detroit Pistons,92,Washington Wizards,106,Capital One Arena,14,Detroit Pistons Vs Washington Wizards,Washington Wizards
670,Sat Mar 27 2021,8:30p,Chicago Bulls,104,San Antonio Spurs,120,AT&T Center,16,Chicago Bulls Vs San Antonio Spurs,San Antonio Spurs
671,Sat Mar 27 2021,9:00p,Dallas Mavericks,103,New Orleans Pelicans,112,Smoothie King Center,9,Dallas Mavericks Vs New Orleans Pelicans,New Orleans Pelicans
672,Sat Mar 27 2021,9:00p,Boston Celtics,111,Oklahoma City Thunder,94,Chesapeake Energy Arena,17,Boston Celtics Vs Oklahoma City Thunder,Boston Celtics
673,Sat Mar 27 2021,9:00p,Memphis Grizzlies,110,Utah Jazz,126,Vivint Smart Home Arena,16,Memphis Grizzlies Vs Utah Jazz,Utah Jazz
674,Sat Mar 27 2021,10:00p,Philadelphia 76ers,112,Los Angeles Clippers,122,STAPLES Center,10,Philadelphia 76ers Vs Los Angeles Clippers,Los Angeles Clippers
675,Sat Mar 27 2021,10:00p,Cleveland Cavaliers,98,Sacramento Kings,100,Golden 1 Center,2,Cleveland Cavaliers Vs Sacramento Kings,Sacramento Kings
676,Sun Mar 28 2021,1:00p,Phoenix Suns,101,Charlotte Hornets,97,Spectrum Center,4,Phoenix Suns Vs Charlotte Hornets,Phoenix Suns
677,Sun Mar 28 2021,7:00p,Portland Trail Blazers,122,Toronto Raptors,117,Amalie Arena,5,Portland Trail Blazers Vs Toronto Raptors,Portland Trail Blazers
678,Sun Mar 28 2021,9:00p,Atlanta Hawks,102,Denver Nuggets,126,Ball Arena,24,Atlanta Hawks Vs Denver Nuggets,Denver Nuggets
679,Sun Mar 28 2021,10:00p,Orlando Magic,93,Los Angeles Lakers,96,STAPLES Center,3,Orlando Magic Vs Los Angeles Lakers,Los Angeles Lakers
680,Mon Mar 29 2021,7:00p,Indiana Pacers,124,Washington Wizards,132,Capital One Arena,8,Indiana Pacers Vs Washington Wizards,Washington Wizards
681,Mon Mar 29 2021,7:30p,New Orleans Pelicans,115,Boston Celtics,109,TD Garden,6,New Orleans Pelicans Vs Boston Celtics,New Orleans Pelicans
682,Mon Mar 29 2021,7:30p,Minnesota Timberwolves,107,Brooklyn Nets,112,Barclays Center,5,Minnesota Timberwolves Vs Brooklyn Nets,Brooklyn Nets
683,Mon Mar 29 2021,7:30p,Miami Heat,98,New York Knicks,88,Madison Square Garden (IV),10,Miami Heat Vs New York Knicks,Miami Heat
684,Mon Mar 29 2021,8:00p,Toronto Raptors,104,Detroit Pistons,118,Little Caesars Arena,14,Toronto Raptors Vs Detroit Pistons,Detroit Pistons
685,Mon Mar 29 2021,8:00p,Memphis Grizzlies,120,Houston Rockets,110,Toyota Center,10,Memphis Grizzlies Vs Houston Rockets,Memphis Grizzlies
686,Mon Mar 29 2021,8:00p,Dallas Mavericks,127,Oklahoma City Thunder,106,Chesapeake Energy Arena,21,Dallas Mavericks Vs Oklahoma City Thunder,Dallas Mavericks
687,Mon Mar 29 2021,8:30p,Sacramento Kings,132,San Antonio Spurs,115,AT&T Center,17,Sacramento Kings Vs San Antonio Spurs,Sacramento Kings
688,Mon Mar 29 2021,9:00p,Cleveland Cavaliers,75,Utah Jazz,114,Vivint Smart Home Arena,39,Cleveland Cavaliers Vs Utah Jazz,Utah Jazz
689,Mon Mar 29 2021,10:00p,Chicago Bulls,102,Golden State Warriors,116,Chase Center,14,Chicago Bulls Vs Golden State Warriors,Golden State Warriors
690,Mon Mar 29 2021,10:00p,Milwaukee Bucks,105,Los Angeles Clippers,129,STAPLES Center,24,Milwaukee Bucks Vs Los Angeles Clippers,Los Angeles Clippers
691,Tue Mar 30 2021,7:00p,Charlotte Hornets,114,Washington Wizards,104,Capital One Arena,10,Charlotte Hornets Vs Washington Wizards,Charlotte Hornets
692,Tue Mar 30 2021,9:00p,Philadelphia 76ers,95,Denver Nuggets,104,Ball Arena,9,Philadelphia 76ers Vs Denver Nuggets,Denver Nuggets
693,Tue Mar 30 2021,10:00p,Orlando Magic,103,Los Angeles Clippers,96,STAPLES Center,7,Orlando Magic Vs Los Angeles Clippers,Orlando Magic
694,Tue Mar 30 2021,10:00p,Atlanta Hawks,110,Phoenix Suns,117,Phoenix Suns Arena,7,Atlanta Hawks Vs Phoenix Suns,Phoenix Suns
695,Wed Mar 31 2021,7:00p,Portland Trail Blazers,124,Detroit Pistons,101,Little Caesars Arena,23,Portland Trail Blazers Vs Detroit Pistons,Portland Trail Blazers
696,Wed Mar 31 2021,7:00p,Miami Heat,92,Indiana Pacers,87,Bankers Life Fieldhouse,5,Miami Heat Vs Indiana Pacers,Miami Heat
697,Wed Mar 31 2021,7:30p,Dallas Mavericks,113,Boston Celtics,108,TD Garden,5,Dallas Mavericks Vs Boston Celtics,Dallas Mavericks
698,Wed Mar 31 2021,7:30p,Houston Rockets,108,Brooklyn Nets,120,Barclays Center,12,Houston Rockets Vs Brooklyn Nets,Brooklyn Nets
699,Wed Mar 31 2021,8:00p,Utah Jazz,111,Memphis Grizzlies,107,FedEx Forum,4,Utah Jazz Vs Memphis Grizzlies,Utah Jazz
700,Wed Mar 31 2021,8:00p,New York Knicks,101,Minnesota Timberwolves,102,Target Center,1,New York Knicks Vs Minnesota Timberwolves,Minnesota Timberwolves
701,Wed Mar 31 2021,8:00p,Toronto Raptors,103,Oklahoma City Thunder,113,Chesapeake Energy Arena,10,Toronto Raptors Vs Oklahoma City Thunder,Oklahoma City Thunder
702,Wed Mar 31 2021,8:30p,Sacramento Kings,106,San Antonio Spurs,120,AT&T Center,14,Sacramento Kings Vs San Antonio Spurs,San Antonio Spurs
703,Wed Mar 31 2021,10:00p,Milwaukee Bucks,112,Los Angeles Lakers,97,STAPLES Center,15,Milwaukee Bucks Vs Los Angeles Lakers,Milwaukee Bucks
704,Wed Mar 31 2021,10:00p,Chicago Bulls,116,Phoenix Suns,121,Phoenix Suns Arena,5,Chicago Bulls Vs Phoenix Suns,Phoenix Suns
705,Thu Apr 1 2021,7:00p,Philadelphia 76ers,114,Cleveland Cavaliers,94,Rocket Mortgage Fieldhouse,20,Philadelphia 76ers Vs Cleveland Cavaliers,Philadelphia 76ers
706,Thu Apr 1 2021,7:00p,Washington Wizards,91,Detroit Pistons,120,Little Caesars Arena,29,Washington Wizards Vs Detroit Pistons,Detroit Pistons
707,Thu Apr 1 2021,7:30p,Charlotte Hornets,89,Brooklyn Nets,111,Barclays Center,22,Charlotte Hornets Vs Brooklyn Nets,Brooklyn Nets
708,Thu Apr 1 2021,8:00p,Golden State Warriors,109,Miami Heat,116,AmericanAirlines Arena,7,Golden State Warriors Vs Miami Heat,Miami Heat
709,Thu Apr 1 2021,8:00p,Orlando Magic,115,New Orleans Pelicans,110,Smoothie King Center,5,Orlando Magic Vs New Orleans Pelicans,Orlando Magic
710,Thu Apr 1 2021,8:30p,Atlanta Hawks,134,San Antonio Spurs,129,AT&T Center,5,Atlanta Hawks Vs San Antonio Spurs,Atlanta Hawks
711,Thu Apr 1 2021,10:00p,Denver Nuggets,101,Los Angeles Clippers,94,STAPLES Center,7,Denver Nuggets Vs Los Angeles Clippers,Denver Nuggets
712,Fri Apr 2 2021,7:00p,Golden State Warriors,77,Toronto Raptors,130,Amalie Arena,53,Golden State Warriors Vs Toronto Raptors,Toronto Raptors
713,Fri Apr 2 2021,7:30p,Houston Rockets,102,Boston Celtics,118,TD Garden,16,Houston Rockets Vs Boston Celtics,Boston Celtics
714,Fri Apr 2 2021,7:30p,Dallas Mavericks,99,New York Knicks,86,Madison Square Garden (IV),13,Dallas Mavericks Vs New York Knicks,Dallas Mavericks
715,Fri Apr 2 2021,8:00p,Charlotte Hornets,114,Indiana Pacers,97,Bankers Life Fieldhouse,17,Charlotte Hornets Vs Indiana Pacers,Charlotte Hornets
716,Fri Apr 2 2021,8:00p,Minnesota Timberwolves,108,Memphis Grizzlies,120,FedEx Forum,12,Minnesota Timberwolves Vs Memphis Grizzlies,Memphis Grizzlies
717,Fri Apr 2 2021,9:00p,Atlanta Hawks,126,New Orleans Pelicans,103,Smoothie King Center,23,Atlanta Hawks Vs New Orleans Pelicans,Atlanta Hawks
718,Fri Apr 2 2021,9:00p,Chicago Bulls,106,Utah Jazz,113,Vivint Smart Home Arena,7,Chicago Bulls Vs Utah Jazz,Utah Jazz
719,Fri Apr 2 2021,10:00p,Oklahoma City Thunder,103,Phoenix Suns,140,Phoenix Suns Arena,37,Oklahoma City Thunder Vs Phoenix Suns,Phoenix Suns
720,Fri Apr 2 2021,10:00p,Milwaukee Bucks,127,Portland Trail Blazers,109,Moda Center,18,Milwaukee Bucks Vs Portland Trail Blazers,Milwaukee Bucks
721,Fri Apr 2 2021,10:00p,Los Angeles Lakers,115,Sacramento Kings,94,Golden 1 Center,21,Los Angeles Lakers Vs Sacramento Kings,Los Angeles Lakers
722,Sat Apr 3 2021,7:00p,Dallas Mavericks,109,Washington Wizards,87,Capital One Arena,22,Dallas Mavericks Vs Washington Wizards,Dallas Mavericks
723,Sat Apr 3 2021,8:00p,New York Knicks,125,Detroit Pistons,81,Little Caesars Arena,44,New York Knicks Vs Detroit Pistons,New York Knicks
724,Sat Apr 3 2021,8:00p,Cleveland Cavaliers,101,Miami Heat,115,AmericanAirlines Arena,14,Cleveland Cavaliers Vs Miami Heat,Miami Heat
725,Sat Apr 3 2021,8:00p,Minnesota Timberwolves,113,Philadelphia 76ers,122,Wells Fargo Center,9,Minnesota Timberwolves Vs Philadelphia 76ers,Philadelphia 76ers
726,Sat Apr 3 2021,9:00p,Indiana Pacers,139,San Antonio Spurs,133,AT&T Center,6,Indiana Pacers Vs San Antonio Spurs,Indiana Pacers
727,Sat Apr 3 2021,9:00p,Orlando Magic,91,Utah Jazz,137,Vivint Smart Home Arena,46,Orlando Magic Vs Utah Jazz,Utah Jazz
728,Sat Apr 3 2021,10:00p,Oklahoma City Thunder,85,Portland Trail Blazers,133,Moda Center,48,Oklahoma City Thunder Vs Portland Trail Blazers,Portland Trail Blazers
729,Sat Apr 3 2021,10:00p,Milwaukee Bucks,129,Sacramento Kings,128,Golden 1 Center,1,Milwaukee Bucks Vs Sacramento Kings,Milwaukee Bucks
730,Sun Apr 4 2021,2:00p,Brooklyn Nets,107,Chicago Bulls,115,United Center,8,Brooklyn Nets Vs Chicago Bulls,Chicago Bulls
731,Sun Apr 4 2021,3:30p,Los Angeles Lakers,86,Los Angeles Clippers,104,STAPLES Center,18,Los Angeles Lakers Vs Los Angeles Clippers,Los Angeles Clippers
732,Sun Apr 4 2021,6:00p,Charlotte Hornets,86,Boston Celtics,116,TD Garden,30,Charlotte Hornets Vs Boston Celtics,Boston Celtics
733,Sun Apr 4 2021,7:00p,Memphis Grizzlies,116,Philadelphia 76ers,100,Wells Fargo Center,16,Memphis Grizzlies Vs Philadelphia 76ers,Memphis Grizzlies
734,Sun Apr 4 2021,7:30p,Golden State Warriors,111,Atlanta Hawks,117,State Farm Arena,6,Golden State Warriors Vs Atlanta Hawks,Atlanta Hawks
735,Sun Apr 4 2021,8:00p,New Orleans Pelicans,122,Houston Rockets,115,Toyota Center,7,New Orleans Pelicans Vs Houston Rockets,New Orleans Pelicans
736,Sun Apr 4 2021,10:00p,Orlando Magic,109,Denver Nuggets,119,Ball Arena,10,Orlando Magic Vs Denver Nuggets,Denver Nuggets
737,Mon Apr 5 2021,7:00p,New York Knicks,112,Brooklyn Nets,114,Barclays Center,2,New York Knicks Vs Brooklyn Nets,Brooklyn Nets
738,Mon Apr 5 2021,7:00p,Utah Jazz,103,Dallas Mavericks,111,American Airlines Center,8,Utah Jazz Vs Dallas Mavericks,Dallas Mavericks
739,Mon Apr 5 2021,7:00p,Sacramento Kings,106,Minnesota Timberwolves,116,Target Center,10,Sacramento Kings Vs Minnesota Timberwolves,Minnesota Timberwolves
740,Mon Apr 5 2021,7:00p,Detroit Pistons,132,Oklahoma City Thunder,108,Chesapeake Energy Arena,24,Detroit Pistons Vs Oklahoma City Thunder,Detroit Pistons
741,Mon Apr 5 2021,7:00p,Cleveland Cavaliers,125,San Antonio Spurs,101,AT&T Center,24,Cleveland Cavaliers Vs San Antonio Spurs,Cleveland Cavaliers
742,Mon Apr 5 2021,7:00p,Washington Wizards,101,Toronto Raptors,103,Amalie Arena,2,Washington Wizards Vs Toronto Raptors,Toronto Raptors
743,Mon Apr 5 2021,8:00p,Phoenix Suns,133,Houston Rockets,130,Toyota Center,3,Phoenix Suns Vs Houston Rockets,Phoenix Suns
744,Tue Apr 6 2021,7:00p,Chicago Bulls,113,Indiana Pacers,97,Bankers Life Fieldhouse,16,Chicago Bulls Vs Indiana Pacers,Chicago Bulls
745,Tue Apr 6 2021,7:30p,New Orleans Pelicans,107,Atlanta Hawks,123,State Farm Arena,16,New Orleans Pelicans Vs Atlanta Hawks,Atlanta Hawks
746,Tue Apr 6 2021,7:30p,Philadelphia 76ers,106,Boston Celtics,96,TD Garden,10,Philadelphia 76ers Vs Boston Celtics,Philadelphia 76ers
747,Tue Apr 6 2021,7:30p,Los Angeles Lakers,110,Toronto Raptors,101,Amalie Arena,9,Los Angeles Lakers Vs Toronto Raptors,Los Angeles Lakers
748,Tue Apr 6 2021,8:00p,Memphis Grizzlies,124,Miami Heat,112,AmericanAirlines Arena,12,Memphis Grizzlies Vs Miami Heat,Memphis Grizzlies
749,Tue Apr 6 2021,9:00p,Detroit Pistons,119,Denver Nuggets,134,Ball Arena,15,Detroit Pistons Vs Denver Nuggets,Denver Nuggets
750,Tue Apr 6 2021,10:00p,Milwaukee Bucks,121,Golden State Warriors,122,Chase Center,1,Milwaukee Bucks Vs Golden State Warriors,Golden State Warriors
751,Tue Apr 6 2021,10:00p,Portland Trail Blazers,116,Los Angeles Clippers,133,STAPLES Center,17,Portland Trail Blazers Vs Los Angeles Clippers,Los Angeles Clippers
752,Wed Apr 7 2021,7:00p,Minnesota Timberwolves,137,Indiana Pacers,141,Bankers Life Fieldhouse,4,Minnesota Timberwolves Vs Indiana Pacers,Indiana Pacers
753,Wed Apr 7 2021,7:00p,Washington Wizards,131,Orlando Magic,116,Amway Center,15,Washington Wizards Vs Orlando Magic,Washington Wizards
754,Wed Apr 7 2021,7:30p,New York Knicks,99,Boston Celtics,101,TD Garden,2,New York Knicks Vs Boston Celtics,Boston Celtics
755,Wed Apr 7 2021,7:30p,New Orleans Pelicans,111,Brooklyn Nets,139,Barclays Center,28,New Orleans Pelicans Vs Brooklyn Nets,Brooklyn Nets
756,Wed Apr 7 2021,8:00p,Memphis Grizzlies,131,Atlanta Hawks,113,State Farm Arena,18,Memphis Grizzlies Vs Atlanta Hawks,Memphis Grizzlies
757,Wed Apr 7 2021,8:00p,Dallas Mavericks,93,Houston Rockets,102,Toyota Center,9,Dallas Mavericks Vs Houston Rockets,Houston Rockets
758,Wed Apr 7 2021,8:00p,Charlotte Hornets,113,Oklahoma City Thunder,102,Chesapeake Energy Arena,11,Charlotte Hornets Vs Oklahoma City Thunder,Charlotte Hornets
759,Wed Apr 7 2021,9:00p,San Antonio Spurs,96,Denver Nuggets,106,Ball Arena,10,San Antonio Spurs Vs Denver Nuggets,Denver Nuggets
760,Wed Apr 7 2021,10:00p,Utah Jazz,113,Phoenix Suns,117,Phoenix Suns Arena,4,Utah Jazz Vs Phoenix Suns,Phoenix Suns
761,Thu Apr 8 2021,7:30p,Los Angeles Lakers,104,Miami Heat,110,AmericanAirlines Arena,6,Los Angeles Lakers Vs Miami Heat,Miami Heat
762,Thu Apr 8 2021,7:30p,Chicago Bulls,122,Toronto Raptors,113,Amalie Arena,9,Chicago Bulls Vs Toronto Raptors,Chicago Bulls
763,Thu Apr 8 2021,8:00p,Cleveland Cavaliers,129,Oklahoma City Thunder,102,Chesapeake Energy Arena,27,Cleveland Cavaliers Vs Oklahoma City Thunder,Cleveland Cavaliers
764,Thu Apr 8 2021,9:00p,Milwaukee Bucks,101,Dallas Mavericks,116,American Airlines Center,15,Milwaukee Bucks Vs Dallas Mavericks,Dallas Mavericks
765,Thu Apr 8 2021,10:00p,Phoenix Suns,103,Los Angeles Clippers,113,STAPLES Center,10,Phoenix Suns Vs Los Angeles Clippers,Los Angeles Clippers
766,Thu Apr 8 2021,10:00p,Detroit Pistons,113,Sacramento Kings,101,Golden 1 Center,12,Detroit Pistons Vs Sacramento Kings,Detroit Pistons
767,Thu Apr 8 2021,10:00p,Portland Trail Blazers,103,Utah Jazz,122,Vivint Smart Home Arena,19,Portland Trail Blazers Vs Utah Jazz,Utah Jazz
768,Fri Apr 9 2021,7:00p,Indiana Pacers,111,Orlando Magic,106,Amway Center,5,Indiana Pacers Vs Orlando Magic,Indiana Pacers
769,Fri Apr 9 2021,7:30p,Minnesota Timberwolves,136,Boston Celtics,145,TD Garden,9,Minnesota Timberwolves Vs Boston Celtics,Boston Celtics
770,Fri Apr 9 2021,7:30p,Memphis Grizzlies,129,New York Knicks,133,Madison Square Garden (IV),4,Memphis Grizzlies Vs New York Knicks,New York Knicks
771,Fri Apr 9 2021,8:00p,Chicago Bulls,108,Atlanta Hawks,120,State Farm Arena,12,Chicago Bulls Vs Atlanta Hawks,Atlanta Hawks
772,Fri Apr 9 2021,8:00p,Philadelphia 76ers,94,New Orleans Pelicans,101,Smoothie King Center,7,Philadelphia 76ers Vs New Orleans Pelicans,New Orleans Pelicans
773,Fri Apr 9 2021,9:00p,San Antonio Spurs,119,Denver Nuggets,121,Ball Arena,2,San Antonio Spurs Vs Denver Nuggets,Denver Nuggets
774,Fri Apr 9 2021,9:00p,Charlotte Hornets,127,Milwaukee Bucks,119,Fiserv Forum,8,Charlotte Hornets Vs Milwaukee Bucks,Charlotte Hornets
775,Fri Apr 9 2021,10:00p,Washington Wizards,110,Golden State Warriors,107,Chase Center,3,Washington Wizards Vs Golden State Warriors,Washington Wizards
776,Fri Apr 9 2021,10:00p,Houston Rockets,109,Los Angeles Clippers,126,STAPLES Center,17,Houston Rockets Vs Los Angeles Clippers,Los Angeles Clippers
777,Sat Apr 10 2021,7:30p,Toronto Raptors,135,Cleveland Cavaliers,115,Rocket Mortgage Fieldhouse,20,Toronto Raptors Vs Cleveland Cavaliers,Toronto Raptors
778,Sat Apr 10 2021,8:30p,Los Angeles Lakers,126,Brooklyn Nets,101,Barclays Center,25,Los Angeles Lakers Vs Brooklyn Nets,Los Angeles Lakers
779,Sat Apr 10 2021,9:00p,Philadelphia 76ers,117,Oklahoma City Thunder,93,Chesapeake Energy Arena,24,Philadelphia 76ers Vs Oklahoma City Thunder,Philadelphia 76ers
780,Sat Apr 10 2021,9:00p,Sacramento Kings,112,Utah Jazz,128,Vivint Smart Home Arena,16,Sacramento Kings Vs Utah Jazz,Utah Jazz
781,Sat Apr 10 2021,10:00p,Houston Rockets,109,Golden State Warriors,125,Chase Center,16,Houston Rockets Vs Golden State Warriors,Golden State Warriors
782,Sat Apr 10 2021,10:00p,Washington Wizards,106,Phoenix Suns,134,Phoenix Suns Arena,28,Washington Wizards Vs Phoenix Suns,Phoenix Suns
783,Sat Apr 10 2021,10:00p,Detroit Pistons,103,Portland Trail Blazers,118,Moda Center,15,Detroit Pistons Vs Portland Trail Blazers,Portland Trail Blazers
784,Sun Apr 11 2021,1:00p,Atlanta Hawks,105,Charlotte Hornets,101,Spectrum Center,4,Atlanta Hawks Vs Charlotte Hornets,Atlanta Hawks
785,Sun Apr 11 2021,3:00p,Boston Celtics,105,Denver Nuggets,87,Ball Arena,18,Boston Celtics Vs Denver Nuggets,Boston Celtics
786,Sun Apr 11 2021,7:00p,New Orleans Pelicans,116,Cleveland Cavaliers,109,Rocket Mortgage Fieldhouse,7,New Orleans Pelicans Vs Cleveland Cavaliers,New Orleans Pelicans
787,Sun Apr 11 2021,7:00p,Milwaukee Bucks,124,Orlando Magic,87,Amway Center,37,Milwaukee Bucks Vs Orlando Magic,Milwaukee Bucks
788,Sun Apr 11 2021,8:00p,San Antonio Spurs,119,Dallas Mavericks,117,American Airlines Center,2,San Antonio Spurs Vs Dallas Mavericks,San Antonio Spurs
789,Sun Apr 11 2021,8:00p,Indiana Pacers,132,Memphis Grizzlies,125,FedEx Forum,7,Indiana Pacers Vs Memphis Grizzlies,Indiana Pacers
790,Sun Apr 11 2021,8:00p,Chicago Bulls,117,Minnesota Timberwolves,121,Target Center,4,Chicago Bulls Vs Minnesota Timberwolves,Minnesota Timberwolves
791,Sun Apr 11 2021,8:00p,Toronto Raptors,96,New York Knicks,102,Madison Square Garden (IV),6,Toronto Raptors Vs New York Knicks,New York Knicks
792,Sun Apr 11 2021,10:00p,Detroit Pistons,124,Los Angeles Clippers,131,STAPLES Center,7,Detroit Pistons Vs Los Angeles Clippers,Los Angeles Clippers
793,Sun Apr 11 2021,10:00p,Miami Heat,107,Portland Trail Blazers,98,Moda Center,9,Miami Heat Vs Portland Trail Blazers,Miami Heat
794,Mon Apr 12 2021,7:30p,Philadelphia 76ers,113,Dallas Mavericks,95,American Airlines Center,18,Philadelphia 76ers Vs Dallas Mavericks,Philadelphia 76ers
795,Mon Apr 12 2021,7:30p,Los Angeles Lakers,96,New York Knicks,111,Madison Square Garden (IV),15,Los Angeles Lakers Vs New York Knicks,New York Knicks
796,Mon Apr 12 2021,8:00p,San Antonio Spurs,120,Orlando Magic,97,Amway Center,23,San Antonio Spurs Vs Orlando Magic,San Antonio Spurs
797,Mon Apr 12 2021,9:00p,Chicago Bulls,90,Memphis Grizzlies,101,FedEx Forum,11,Chicago Bulls Vs Memphis Grizzlies,Memphis Grizzlies
798,Mon Apr 12 2021,9:00p,Sacramento Kings,110,New Orleans Pelicans,117,Smoothie King Center,7,Sacramento Kings Vs New Orleans Pelicans,New Orleans Pelicans
799,Mon Apr 12 2021,9:00p,Washington Wizards,125,Utah Jazz,121,Vivint Smart Home Arena,4,Washington Wizards Vs Utah Jazz,Washington Wizards
800,Mon Apr 12 2021,10:00p,Denver Nuggets,107,Golden State Warriors,116,Chase Center,9,Denver Nuggets Vs Golden State Warriors,Golden State Warriors
801,Mon Apr 12 2021,10:00p,Houston Rockets,120,Phoenix Suns,126,Phoenix Suns Arena,6,Houston Rockets Vs Phoenix Suns,Phoenix Suns
802,Tue Apr 13 2021,4:00p,Brooklyn Nets,127,Minnesota Timberwolves,97,Target Center,30,Brooklyn Nets Vs Minnesota Timberwolves,Brooklyn Nets
803,Tue Apr 13 2021,7:30p,Los Angeles Clippers,126,Indiana Pacers,115,Bankers Life Fieldhouse,11,Los Angeles Clippers Vs Indiana Pacers,Los Angeles Clippers
804,Tue Apr 13 2021,7:30p,Atlanta Hawks,108,Toronto Raptors,103,Amalie Arena,5,Atlanta Hawks Vs Toronto Raptors,Atlanta Hawks
805,Tue Apr 13 2021,8:00p,Los Angeles Lakers,101,Charlotte Hornets,93,Spectrum Center,8,Los Angeles Lakers Vs Charlotte Hornets,Los Angeles Lakers
806,Tue Apr 13 2021,9:00p,Oklahoma City Thunder,96,Utah Jazz,106,Vivint Smart Home Arena,10,Oklahoma City Thunder Vs Utah Jazz,Utah Jazz
807,Tue Apr 13 2021,10:00p,Miami Heat,86,Phoenix Suns,106,Phoenix Suns Arena,20,Miami Heat Vs Phoenix Suns,Phoenix Suns
808,Tue Apr 13 2021,10:00p,Boston Celtics,116,Portland Trail Blazers,115,Moda Center,1,Boston Celtics Vs Portland Trail Blazers,Boston Celtics
809,Wed Apr 14 2021,4:30p,Milwaukee Bucks,130,Minnesota Timberwolves,105,Target Center,25,Milwaukee Bucks Vs Minnesota Timberwolves,Milwaukee Bucks
810,Wed Apr 14 2021,7:00p,Cleveland Cavaliers,103,Charlotte Hornets,90,Spectrum Center,13,Cleveland Cavaliers Vs Charlotte Hornets,Cleveland Cavaliers
811,Wed Apr 14 2021,7:00p,Brooklyn Nets,117,Philadelphia 76ers,123,Wells Fargo Center,6,Brooklyn Nets Vs Philadelphia 76ers,Philadelphia 76ers
812,Wed Apr 14 2021,7:30p,San Antonio Spurs,112,Toronto Raptors,117,Amalie Arena,5,San Antonio Spurs Vs Toronto Raptors,Toronto Raptors
813,Wed Apr 14 2021,8:00p,Orlando Magic,115,Chicago Bulls,106,United Center,9,Orlando Magic Vs Chicago Bulls,Orlando Magic
814,Wed Apr 14 2021,8:00p,Los Angeles Clippers,100,Detroit Pistons,98,Little Caesars Arena,2,Los Angeles Clippers Vs Detroit Pistons,Los Angeles Clippers
815,Wed Apr 14 2021,8:00p,New York Knicks,116,New Orleans Pelicans,106,Smoothie King Center,10,New York Knicks Vs New Orleans Pelicans,New York Knicks
816,Wed Apr 14 2021,9:00p,Indiana Pacers,132,Houston Rockets,124,Toyota Center,8,Indiana Pacers Vs Houston Rockets,Indiana Pacers
817,Wed Apr 14 2021,9:00p,Golden State Warriors,147,Oklahoma City Thunder,109,Chesapeake Energy Arena,38,Golden State Warriors Vs Oklahoma City Thunder,Golden State Warriors
818,Wed Apr 14 2021,9:30p,Dallas Mavericks,114,Memphis Grizzlies,113,FedEx Forum,1,Dallas Mavericks Vs Memphis Grizzlies,Dallas Mavericks
819,Wed Apr 14 2021,10:00p,Miami Heat,106,Denver Nuggets,123,Ball Arena,17,Miami Heat Vs Denver Nuggets,Denver Nuggets
820,Wed Apr 14 2021,10:00p,Washington Wizards,123,Sacramento Kings,111,Golden 1 Center,12,Washington Wizards Vs Sacramento Kings,Washington Wizards
821,Thu Apr 15 2021,7:30p,Milwaukee Bucks,120,Atlanta Hawks,109,State Farm Arena,11,Milwaukee Bucks Vs Atlanta Hawks,Milwaukee Bucks
822,Thu Apr 15 2021,8:00p,Golden State Warriors,119,Cleveland Cavaliers,101,Rocket Mortgage Fieldhouse,18,Golden State Warriors Vs Cleveland Cavaliers,Golden State Warriors
823,Thu Apr 15 2021,10:00p,Boston Celtics,121,Los Angeles Lakers,113,STAPLES Center,8,Boston Celtics Vs Los Angeles Lakers,Boston Celtics
824,Thu Apr 15 2021,10:00p,Sacramento Kings,114,Phoenix Suns,122,Phoenix Suns Arena,8,Sacramento Kings Vs Phoenix Suns,Phoenix Suns
825,Fri Apr 16 2021,3:00p,Indiana Pacers,111,Utah Jazz,119,Vivint Smart Home Arena,8,Indiana Pacers Vs Utah Jazz,Utah Jazz
