,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Arena,Point Difference,Team v. Team,Winner
331,Thu Dec 2 2021,10:00p,San Antonio Spurs,114,Portland Trail Blazers,83,Moda Center,31,San Antonio Spurs Vs Portland Trail Blazers,San Antonio Spurs
332,Fri Dec 3 2021,7:00p,Miami Heat,113,Indiana Pacers,104,Gainbridge Fieldhouse,9,Miami Heat Vs Indiana Pacers,Miami Heat
333,Fri Dec 3 2021,7:00p,Cleveland Cavaliers,116,Washington Wizards,101,Capital One Arena,15,Cleveland Cavaliers Vs Washington Wizards,Cleveland Cavaliers
334,Fri Dec 3 2021,7:30p,Philadelphia 76ers,98,Atlanta Hawks,96,State Farm Arena,2,Philadelphia 76ers Vs Atlanta Hawks,Philadelphia 76ers
335,Fri Dec 3 2021,7:30p,Minnesota Timberwolves,105,Brooklyn Nets,110,Barclays Center,5,Minnesota Timberwolves Vs Brooklyn Nets,Brooklyn Nets
336,Fri Dec 3 2021,8:00p,Orlando Magic,116,Houston Rockets,118,Toyota Center,2,Orlando Magic Vs Houston Rockets,Houston Rockets
337,Fri Dec 3 2021,8:30p,New Orleans Pelicans,107,Dallas Mavericks,91,American Airlines Center,16,New Orleans Pelicans Vs Dallas Mavericks,New Orleans Pelicans
338,Fri Dec 3 2021,9:00p,Boston Celtics,130,Utah Jazz,137,Vivint Smart Home Arena,7,Boston Celtics Vs Utah Jazz,Utah Jazz
339,Fri Dec 3 2021,10:00p,Phoenix Suns,96,Golden State Warriors,118,Chase Center,22,Phoenix Suns Vs Golden State Warriors,Golden State Warriors
340,Fri Dec 3 2021,10:00p,Los Angeles Clippers,119,Los Angeles Lakers,115,Crypto.com Arena,4,Los Angeles Clippers Vs Los Angeles Lakers,Los Angeles Clippers
341,Sat Dec 4 2021,1:00p,Denver Nuggets,113,New York Knicks,99,Madison Square Garden (IV),14,Denver Nuggets Vs New York Knicks,Denver Nuggets
342,Sat Dec 4 2021,8:00p,Chicago Bulls,111,Brooklyn Nets,107,Barclays Center,4,Chicago Bulls Vs Brooklyn Nets,Chicago Bulls
343,Sat Dec 4 2021,8:00p,Miami Heat,102,Milwaukee Bucks,124,Fiserv Forum,22,Miami Heat Vs Milwaukee Bucks,Milwaukee Bucks
344,Sat Dec 4 2021,8:30p,Memphis Grizzlies,97,Dallas Mavericks,90,American Airlines Center,7,Memphis Grizzlies Vs Dallas Mavericks,Memphis Grizzlies
345,Sat Dec 4 2021,8:30p,San Antonio Spurs,112,Golden State Warriors,107,Chase Center,5,San Antonio Spurs Vs Golden State Warriors,San Antonio Spurs
346,Sat Dec 4 2021,10:00p,Boston Celtics,145,Portland Trail Blazers,117,Moda Center,28,Boston Celtics Vs Portland Trail Blazers,Boston Celtics
347,Sat Dec 4 2021,10:00p,Los Angeles Clippers,99,Sacramento Kings,104,Golden 1 Center,5,Los Angeles Clippers Vs Sacramento Kings,Sacramento Kings
348,Sun Dec 5 2021,3:30p,Utah Jazz,109,Cleveland Cavaliers,108,Rocket Mortgage Fieldhouse,1,Utah Jazz Vs Cleveland Cavaliers,Utah Jazz
349,Sun Dec 5 2021,6:00p,Charlotte Hornets,130,Atlanta Hawks,127,State Farm Arena,3,Charlotte Hornets Vs Atlanta Hawks,Charlotte Hornets
350,Sun Dec 5 2021,6:00p,Washington Wizards,90,Toronto Raptors,102,Scotiabank Arena,12,Washington Wizards Vs Toronto Raptors,Toronto Raptors
351,Sun Dec 5 2021,7:00p,New Orleans Pelicans,108,Houston Rockets,118,Toyota Center,10,New Orleans Pelicans Vs Houston Rockets,Houston Rockets
352,Mon Dec 6 2021,7:00p,Philadelphia 76ers,127,Charlotte Hornets,124,Spectrum Center,3,Philadelphia 76ers Vs Charlotte Hornets,Philadelphia 76ers
353,Mon Dec 6 2021,7:00p,Oklahoma City Thunder,114,Detroit Pistons,103,Little Caesars Arena,11,Oklahoma City Thunder Vs Detroit Pistons,Oklahoma City Thunder
354,Mon Dec 6 2021,7:00p,Washington Wizards,110,Indiana Pacers,116,Gainbridge Fieldhouse,6,Washington Wizards Vs Indiana Pacers,Indiana Pacers
355,Mon Dec 6 2021,7:30p,Memphis Grizzlies,105,Miami Heat,90,FTX Arena,15,Memphis Grizzlies Vs Miami Heat,Memphis Grizzlies
356,Mon Dec 6 2021,8:00p,Denver Nuggets,97,Chicago Bulls,109,United Center,12,Denver Nuggets Vs Chicago Bulls,Chicago Bulls
357,Mon Dec 6 2021,8:00p,Cleveland Cavaliers,104,Milwaukee Bucks,112,Fiserv Forum,8,Cleveland Cavaliers Vs Milwaukee Bucks,Milwaukee Bucks
358,Mon Dec 6 2021,8:00p,Atlanta Hawks,121,Minnesota Timberwolves,110,Target Center,11,Atlanta Hawks Vs Minnesota Timberwolves,Atlanta Hawks
359,Mon Dec 6 2021,9:00p,San Antonio Spurs,104,Phoenix Suns,108,Phoenix Suns Arena,4,San Antonio Spurs Vs Phoenix Suns,Phoenix Suns
360,Mon Dec 6 2021,10:00p,Orlando Magic,95,Golden State Warriors,126,Chase Center,31,Orlando Magic Vs Golden State Warriors,Golden State Warriors
361,Mon Dec 6 2021,10:00p,Los Angeles Clippers,102,Portland Trail Blazers,90,Moda Center,12,Los Angeles Clippers Vs Portland Trail Blazers,Los Angeles Clippers
362,Tue Dec 7 2021,7:30p,Brooklyn Nets,102,Dallas Mavericks,99,American Airlines Center,3,Brooklyn Nets Vs Dallas Mavericks,Brooklyn Nets
363,Tue Dec 7 2021,8:30p,New York Knicks,121,San Antonio Spurs,109,AT&T Center,12,New York Knicks Vs San Antonio Spurs,New York Knicks
364,Tue Dec 7 2021,10:00p,Boston Celtics,102,Los Angeles Lakers,117,Crypto.com Arena,15,Boston Celtics Vs Los Angeles Lakers,Los Angeles Lakers
365,Wed Dec 8 2021,7:00p,Philadelphia 76ers,110,Charlotte Hornets,106,Spectrum Center,4,Philadelphia 76ers Vs Charlotte Hornets,Philadelphia 76ers
366,Wed Dec 8 2021,7:00p,Chicago Bulls,92,Cleveland Cavaliers,115,Rocket Mortgage Fieldhouse,23,Chicago Bulls Vs Cleveland Cavaliers,Cleveland Cavaliers
367,Wed Dec 8 2021,7:00p,Washington Wizards,119,Detroit Pistons,116,Little Caesars Arena,3,Washington Wizards Vs Detroit Pistons,Washington Wizards
368,Wed Dec 8 2021,7:00p,New York Knicks,102,Indiana Pacers,122,Gainbridge Fieldhouse,20,New York Knicks Vs Indiana Pacers,Indiana Pacers
369,Wed Dec 8 2021,7:30p,Milwaukee Bucks,104,Miami Heat,113,FTX Arena,9,Milwaukee Bucks Vs Miami Heat,Miami Heat
370,Wed Dec 8 2021,7:30p,Oklahoma City Thunder,110,Toronto Raptors,109,Scotiabank Arena,1,Oklahoma City Thunder Vs Toronto Raptors,Oklahoma City Thunder
371,Wed Dec 8 2021,8:00p,Brooklyn Nets,104,Houston Rockets,114,Toyota Center,10,Brooklyn Nets Vs Houston Rockets,Houston Rockets
372,Wed Dec 8 2021,8:00p,Dallas Mavericks,104,Memphis Grizzlies,96,FedEx Forum,8,Dallas Mavericks Vs Memphis Grizzlies,Dallas Mavericks
373,Wed Dec 8 2021,8:00p,Utah Jazz,136,Minnesota Timberwolves,104,Target Center,32,Utah Jazz Vs Minnesota Timberwolves,Utah Jazz
374,Wed Dec 8 2021,8:00p,Denver Nuggets,120,New Orleans Pelicans,114,Smoothie King Center,6,Denver Nuggets Vs New Orleans Pelicans,Denver Nuggets
375,Wed Dec 8 2021,10:00p,Portland Trail Blazers,94,Golden State Warriors,104,Chase Center,10,Portland Trail Blazers Vs Golden State Warriors,Golden State Warriors
376,Wed Dec 8 2021,10:00p,Orlando Magic,130,Sacramento Kings,142,Golden 1 Center,12,Orlando Magic Vs Sacramento Kings,Sacramento Kings
377,Wed Dec 8 2021,10:30p,Boston Celtics,111,Los Angeles Clippers,114,Crypto.com Arena,3,Boston Celtics Vs Los Angeles Clippers,Los Angeles Clippers
378,Thu Dec 9 2021,7:00p,Utah Jazz,118,Philadelphia 76ers,96,Wells Fargo Center,22,Utah Jazz Vs Philadelphia 76ers,Utah Jazz
379,Thu Dec 9 2021,8:00p,Los Angeles Lakers,95,Memphis Grizzlies,108,FedEx Forum,13,Los Angeles Lakers Vs Memphis Grizzlies,Memphis Grizzlies
380,Thu Dec 9 2021,8:30p,Denver Nuggets,111,San Antonio Spurs,123,AT&T Center,12,Denver Nuggets Vs San Antonio Spurs,San Antonio Spurs
381,Fri Dec 10 2021,7:00p,Sacramento Kings,123,Charlotte Hornets,124,Spectrum Center,1,Sacramento Kings Vs Charlotte Hornets,Charlotte Hornets
382,Fri Dec 10 2021,7:00p,Dallas Mavericks,93,Indiana Pacers,106,Gainbridge Fieldhouse,13,Dallas Mavericks Vs Indiana Pacers,Indiana Pacers
383,Fri Dec 10 2021,7:30p,Brooklyn Nets,113,Atlanta Hawks,105,State Farm Arena,8,Brooklyn Nets Vs Atlanta Hawks,Brooklyn Nets
384,Fri Dec 10 2021,7:30p,New York Knicks,87,Toronto Raptors,90,Scotiabank Arena,3,New York Knicks Vs Toronto Raptors,Toronto Raptors
385,Fri Dec 10 2021,8:00p,Milwaukee Bucks,123,Houston Rockets,114,Toyota Center,9,Milwaukee Bucks Vs Houston Rockets,Milwaukee Bucks
386,Fri Dec 10 2021,8:00p,Cleveland Cavaliers,123,Minnesota Timberwolves,106,Target Center,17,Cleveland Cavaliers Vs Minnesota Timberwolves,Cleveland Cavaliers
387,Fri Dec 10 2021,8:00p,Detroit Pistons,93,New Orleans Pelicans,109,Smoothie King Center,16,Detroit Pistons Vs New Orleans Pelicans,New Orleans Pelicans
388,Fri Dec 10 2021,8:00p,Los Angeles Lakers,116,Oklahoma City Thunder,95,Paycom Center,21,Los Angeles Lakers Vs Oklahoma City Thunder,Los Angeles Lakers
389,Fri Dec 10 2021,10:00p,Boston Celtics,90,Phoenix Suns,111,Phoenix Suns Arena,21,Boston Celtics Vs Phoenix Suns,Phoenix Suns
390,Sat Dec 11 2021,3:30p,Orlando Magic,104,Los Angeles Clippers,106,Crypto.com Arena,2,Orlando Magic Vs Los Angeles Clippers,Los Angeles Clippers
391,Sat Dec 11 2021,7:00p,Utah Jazz,123,Washington Wizards,98,Capital One Arena,25,Utah Jazz Vs Washington Wizards,Utah Jazz
392,Sat Dec 11 2021,8:00p,Sacramento Kings,103,Cleveland Cavaliers,117,Rocket Mortgage Fieldhouse,14,Sacramento Kings Vs Cleveland Cavaliers,Cleveland Cavaliers
393,Sat Dec 11 2021,8:00p,Houston Rockets,106,Memphis Grizzlies,113,FedEx Forum,7,Houston Rockets Vs Memphis Grizzlies,Memphis Grizzlies
394,Sat Dec 11 2021,8:00p,Chicago Bulls,92,Miami Heat,118,FTX Arena,26,Chicago Bulls Vs Miami Heat,Miami Heat
395,Sat Dec 11 2021,8:30p,Golden State Warriors,93,Philadelphia 76ers,102,Wells Fargo Center,9,Golden State Warriors Vs Philadelphia 76ers,Philadelphia 76ers
396,Sat Dec 11 2021,8:30p,Denver Nuggets,127,San Antonio Spurs,112,AT&T Center,15,Denver Nuggets Vs San Antonio Spurs,Denver Nuggets
397,Sun Dec 12 2021,12:00p,Milwaukee Bucks,112,New York Knicks,97,Madison Square Garden (IV),15,Milwaukee Bucks Vs New York Knicks,Milwaukee Bucks
398,Sun Dec 12 2021,6:00p,Brooklyn Nets,116,Detroit Pistons,104,Little Caesars Arena,12,Brooklyn Nets Vs Detroit Pistons,Brooklyn Nets
399,Sun Dec 12 2021,7:00p,Dallas Mavericks,103,Oklahoma City Thunder,84,Paycom Center,19,Dallas Mavericks Vs Oklahoma City Thunder,Dallas Mavericks
400,Sun Dec 12 2021,7:00p,New Orleans Pelicans,97,San Antonio Spurs,112,AT&T Center,15,New Orleans Pelicans Vs San Antonio Spurs,San Antonio Spurs
401,Sun Dec 12 2021,9:00p,Minnesota Timberwolves,116,Portland Trail Blazers,111,Moda Center,5,Minnesota Timberwolves Vs Portland Trail Blazers,Minnesota Timberwolves
402,Sun Dec 12 2021,9:30p,Orlando Magic,94,Los Angeles Lakers,106,Crypto.com Arena,12,Orlando Magic Vs Los Angeles Lakers,Los Angeles Lakers
403,Mon Dec 13 2021,7:00p,Miami Heat,94,Cleveland Cavaliers,105,Rocket Mortgage Fieldhouse,11,Miami Heat Vs Cleveland Cavaliers,Cleveland Cavaliers
404,Mon Dec 13 2021,7:00p,Golden State Warriors,102,Indiana Pacers,100,Gainbridge Fieldhouse,2,Golden State Warriors Vs Indiana Pacers,Golden State Warriors
405,Mon Dec 13 2021,7:00p,Sacramento Kings,101,Toronto Raptors,124,Scotiabank Arena,23,Sacramento Kings Vs Toronto Raptors,Toronto Raptors
406,Mon Dec 13 2021,7:30p,Houston Rockets,132,Atlanta Hawks,126,State Farm Arena,6,Houston Rockets Vs Atlanta Hawks,Houston Rockets
407,Mon Dec 13 2021,7:30p,Milwaukee Bucks,103,Boston Celtics,117,TD Garden,14,Milwaukee Bucks Vs Boston Celtics,Boston Celtics
408,Mon Dec 13 2021,8:00p,Philadelphia 76ers,91,Memphis Grizzlies,126,FedEx Forum,35,Philadelphia 76ers Vs Memphis Grizzlies,Memphis Grizzlies
409,Mon Dec 13 2021,8:30p,Charlotte Hornets,96,Dallas Mavericks,120,American Airlines Center,24,Charlotte Hornets Vs Dallas Mavericks,Dallas Mavericks
410,Mon Dec 13 2021,9:00p,Washington Wizards,107,Denver Nuggets,113,Ball Arena,6,Washington Wizards Vs Denver Nuggets,Denver Nuggets
411,Mon Dec 13 2021,10:30p,Phoenix Suns,95,Los Angeles Clippers,111,Crypto.com Arena,16,Phoenix Suns Vs Los Angeles Clippers,Los Angeles Clippers
412,Tue Dec 14 2021,7:30p,Toronto Raptors,129,Brooklyn Nets,131,Barclays Center,2,Toronto Raptors Vs Brooklyn Nets,Brooklyn Nets
413,Tue Dec 14 2021,7:30p,Golden State Warriors,105,New York Knicks,96,Madison Square Garden (IV),9,Golden State Warriors Vs New York Knicks,Golden State Warriors
414,Tue Dec 14 2021,10:00p,Phoenix Suns,111,Portland Trail Blazers,107,Moda Center,4,Phoenix Suns Vs Portland Trail Blazers,Phoenix Suns
415,Wed Dec 15 2021,7:00p,Houston Rockets,89,Cleveland Cavaliers,124,Rocket Mortgage Fieldhouse,35,Houston Rockets Vs Cleveland Cavaliers,Cleveland Cavaliers
416,Wed Dec 15 2021,7:00p,Atlanta Hawks,111,Orlando Magic,99,Amway Center,12,Atlanta Hawks Vs Orlando Magic,Atlanta Hawks
417,Wed Dec 15 2021,7:00p,Miami Heat,101,Philadelphia 76ers,96,Wells Fargo Center,5,Miami Heat Vs Philadelphia 76ers,Miami Heat
418,Wed Dec 15 2021,7:30p,Los Angeles Lakers,107,Dallas Mavericks,104,American Airlines Center,3,Los Angeles Lakers Vs Dallas Mavericks,Los Angeles Lakers
419,Wed Dec 15 2021,8:00p,Indiana Pacers,99,Milwaukee Bucks,114,Fiserv Forum,15,Indiana Pacers Vs Milwaukee Bucks,Milwaukee Bucks
420,Wed Dec 15 2021,8:00p,New Orleans Pelicans,113,Oklahoma City Thunder,110,Paycom Center,3,New Orleans Pelicans Vs Oklahoma City Thunder,New Orleans Pelicans
421,Wed Dec 15 2021,8:30p,Charlotte Hornets,131,San Antonio Spurs,115,AT&T Center,16,Charlotte Hornets Vs San Antonio Spurs,Charlotte Hornets
422,Wed Dec 15 2021,9:00p,Minnesota Timberwolves,124,Denver Nuggets,107,Ball Arena,17,Minnesota Timberwolves Vs Denver Nuggets,Minnesota Timberwolves
423,Wed Dec 15 2021,10:00p,Memphis Grizzlies,113,Portland Trail Blazers,103,Moda Center,10,Memphis Grizzlies Vs Portland Trail Blazers,Memphis Grizzlies
424,Wed Dec 15 2021,10:00p,Washington Wizards,105,Sacramento Kings,119,Golden 1 Center,14,Washington Wizards Vs Sacramento Kings,Sacramento Kings
425,Wed Dec 15 2021,10:00p,Los Angeles Clippers,103,Utah Jazz,124,Vivint Smart Home Arena,21,Los Angeles Clippers Vs Utah Jazz,Utah Jazz
426,Thu Dec 16 2021,7:00p,Detroit Pistons,113,Indiana Pacers,122,Gainbridge Fieldhouse,9,Detroit Pistons Vs Indiana Pacers,Indiana Pacers
427,Thu Dec 16 2021,7:30p,Philadelphia 76ers,105,Brooklyn Nets,114,Barclays Center,9,Philadelphia 76ers Vs Brooklyn Nets,Brooklyn Nets
428,Thu Dec 16 2021,8:00p,New York Knicks,116,Houston Rockets,103,Toyota Center,13,New York Knicks Vs Houston Rockets,New York Knicks
429,Thu Dec 16 2021,9:00p,Washington Wizards,98,Phoenix Suns,118,Phoenix Suns Arena,20,Washington Wizards Vs Phoenix Suns,Phoenix Suns
430,Fri Dec 17 2021,7:00p,Miami Heat,115,Orlando Magic,105,Amway Center,10,Miami Heat Vs Orlando Magic,Miami Heat
431,Fri Dec 17 2021,7:30p,Denver Nuggets,133,Atlanta Hawks,115,State Farm Arena,18,Denver Nuggets Vs Atlanta Hawks,Denver Nuggets
432,Fri Dec 17 2021,7:30p,Golden State Warriors,111,Boston Celtics,107,TD Garden,4,Golden State Warriors Vs Boston Celtics,Golden State Warriors
433,Fri Dec 17 2021,8:00p,Milwaukee Bucks,112,New Orleans Pelicans,116,Smoothie King Center,4,Milwaukee Bucks Vs New Orleans Pelicans,New Orleans Pelicans
434,Fri Dec 17 2021,9:00p,San Antonio Spurs,128,Utah Jazz,126,Vivint Smart Home Arena,2,San Antonio Spurs Vs Utah Jazz,San Antonio Spurs
435,Fri Dec 17 2021,10:00p,Los Angeles Lakers,92,Minnesota Timberwolves,110,Target Center,18,Los Angeles Lakers Vs Minnesota Timberwolves,Minnesota Timberwolves
436,Fri Dec 17 2021,10:00p,Charlotte Hornets,116,Portland Trail Blazers,125,Moda Center,9,Charlotte Hornets Vs Portland Trail Blazers,Portland Trail Blazers
437,Fri Dec 17 2021,10:00p,Memphis Grizzlies,124,Sacramento Kings,105,Golden 1 Center,19,Memphis Grizzlies Vs Sacramento Kings,Memphis Grizzlies
438,Sat Dec 18 2021,12:00p,Houston Rockets,116,Detroit Pistons,107,Little Caesars Arena,9,Houston Rockets Vs Detroit Pistons,Houston Rockets
439,Sat Dec 18 2021,7:00p,New York Knicks,107,Boston Celtics,114,TD Garden,7,New York Knicks Vs Boston Celtics,Boston Celtics
440,Sat Dec 18 2021,7:30p,Orlando Magic,100,Brooklyn Nets,93,Barclays Center,7,Orlando Magic Vs Brooklyn Nets,Orlando Magic
441,Sat Dec 18 2021,7:30p,Golden State Warriors,100,Toronto Raptors,119,Scotiabank Arena,19,Golden State Warriors Vs Toronto Raptors,Toronto Raptors
442,Sat Dec 18 2021,8:00p,Los Angeles Clippers,103,Oklahoma City Thunder,104,Paycom Center,1,Los Angeles Clippers Vs Oklahoma City Thunder,Oklahoma City Thunder
443,Sat Dec 18 2021,9:00p,Cleveland Cavaliers,119,Milwaukee Bucks,90,Fiserv Forum,29,Cleveland Cavaliers Vs Milwaukee Bucks,Cleveland Cavaliers
444,Sat Dec 18 2021,9:00p,Washington Wizards,109,Utah Jazz,103,Vivint Smart Home Arena,6,Washington Wizards Vs Utah Jazz,Washington Wizards
445,Sun Dec 19 2021,6:00p,Miami Heat,90,Detroit Pistons,100,Little Caesars Arena,10,Miami Heat Vs Detroit Pistons,Detroit Pistons
446,Sun Dec 19 2021,6:00p,Portland Trail Blazers,105,Memphis Grizzlies,100,FedEx Forum,5,Portland Trail Blazers Vs Memphis Grizzlies,Portland Trail Blazers
447,Sun Dec 19 2021,6:00p,San Antonio Spurs,114,Sacramento Kings,121,Golden 1 Center,7,San Antonio Spurs Vs Sacramento Kings,Sacramento Kings
448,Sun Dec 19 2021,8:00p,Los Angeles Lakers,110,Chicago Bulls,115,United Center,5,Los Angeles Lakers Vs Chicago Bulls,Chicago Bulls
449,Sun Dec 19 2021,8:00p,Dallas Mavericks,105,Minnesota Timberwolves,111,Target Center,6,Dallas Mavericks Vs Minnesota Timberwolves,Minnesota Timberwolves
450,Sun Dec 19 2021,8:00p,Charlotte Hornets,106,Phoenix Suns,137,Phoenix Suns Arena,31,Charlotte Hornets Vs Phoenix Suns,Phoenix Suns
451,Mon Dec 20 2021,7:30p,Philadelphia 76ers,108,Boston Celtics,103,TD Garden,5,Philadelphia 76ers Vs Boston Celtics,Philadelphia 76ers
452,Mon Dec 20 2021,8:00p,Houston Rockets,118,Chicago Bulls,133,United Center,15,Houston Rockets Vs Chicago Bulls,Chicago Bulls
453,Mon Dec 20 2021,8:00p,Oklahoma City Thunder,102,Memphis Grizzlies,99,FedEx Forum,3,Oklahoma City Thunder Vs Memphis Grizzlies,Oklahoma City Thunder
454,Mon Dec 20 2021,9:00p,Charlotte Hornets,102,Utah Jazz,112,Vivint Smart Home Arena,10,Charlotte Hornets Vs Utah Jazz,Utah Jazz
455,Mon Dec 20 2021,10:00p,Sacramento Kings,98,Golden State Warriors,113,Chase Center,15,Sacramento Kings Vs Golden State Warriors,Golden State Warriors
456,Mon Dec 20 2021,10:30p,San Antonio Spurs,116,Los Angeles Clippers,92,Crypto.com Arena,24,San Antonio Spurs Vs Los Angeles Clippers,San Antonio Spurs
457,Tue Dec 21 2021,7:30p,Indiana Pacers,96,Miami Heat,125,FTX Arena,29,Indiana Pacers Vs Miami Heat,Miami Heat
458,Tue Dec 21 2021,7:30p,Detroit Pistons,91,New York Knicks,105,Madison Square Garden (IV),14,Detroit Pistons Vs New York Knicks,New York Knicks
459,Tue Dec 21 2021,8:00p,Portland Trail Blazers,97,New Orleans Pelicans,111,Smoothie King Center,14,Portland Trail Blazers Vs New Orleans Pelicans,New Orleans Pelicans
460,Tue Dec 21 2021,8:30p,Minnesota Timberwolves,102,Dallas Mavericks,114,American Airlines Center,12,Minnesota Timberwolves Vs Dallas Mavericks,Dallas Mavericks
461,Tue Dec 21 2021,10:00p,Phoenix Suns,108,Los Angeles Lakers,90,Crypto.com Arena,18,Phoenix Suns Vs Los Angeles Lakers,Phoenix Suns
462,Wed Dec 22 2021,7:30p,Orlando Magic,104,Atlanta Hawks,98,State Farm Arena,6,Orlando Magic Vs Atlanta Hawks,Orlando Magic
463,Wed Dec 22 2021,7:30p,Cleveland Cavaliers,101,Boston Celtics,111,TD Garden,10,Cleveland Cavaliers Vs Boston Celtics,Boston Celtics
464,Wed Dec 22 2021,8:00p,Houston Rockets,106,Milwaukee Bucks,126,Fiserv Forum,20,Houston Rockets Vs Milwaukee Bucks,Milwaukee Bucks
465,Wed Dec 22 2021,8:00p,Denver Nuggets,94,Oklahoma City Thunder,108,Paycom Center,14,Denver Nuggets Vs Oklahoma City Thunder,Oklahoma City Thunder
466,Wed Dec 22 2021,10:00p,Los Angeles Clippers,105,Sacramento Kings,89,Golden 1 Center,16,Los Angeles Clippers Vs Sacramento Kings,Los Angeles Clippers
467,Thu Dec 23 2021,7:00p,Houston Rockets,106,Indiana Pacers,118,Gainbridge Fieldhouse,12,Houston Rockets Vs Indiana Pacers,Indiana Pacers
468,Thu Dec 23 2021,7:00p,New Orleans Pelicans,110,Orlando Magic,104,Amway Center,6,New Orleans Pelicans Vs Orlando Magic,New Orleans Pelicans
469,Thu Dec 23 2021,7:00p,Atlanta Hawks,98,Philadelphia 76ers,96,Wells Fargo Center,2,Atlanta Hawks Vs Philadelphia 76ers,Atlanta Hawks
470,Thu Dec 23 2021,7:30p,Detroit Pistons,112,Miami Heat,115,FTX Arena,3,Detroit Pistons Vs Miami Heat,Miami Heat
471,Thu Dec 23 2021,7:30p,Washington Wizards,124,New York Knicks,117,Madison Square Garden (IV),7,Washington Wizards Vs New York Knicks,Washington Wizards
472,Thu Dec 23 2021,8:30p,Milwaukee Bucks,102,Dallas Mavericks,95,American Airlines Center,7,Milwaukee Bucks Vs Dallas Mavericks,Milwaukee Bucks
473,Thu Dec 23 2021,9:00p,Charlotte Hornets,115,Denver Nuggets,107,Ball Arena,8,Charlotte Hornets Vs Denver Nuggets,Charlotte Hornets
474,Thu Dec 23 2021,9:00p,Oklahoma City Thunder,101,Phoenix Suns,113,Phoenix Suns Arena,12,Oklahoma City Thunder Vs Phoenix Suns,Phoenix Suns
475,Thu Dec 23 2021,9:00p,Minnesota Timberwolves,116,Utah Jazz,128,Vivint Smart Home Arena,12,Minnesota Timberwolves Vs Utah Jazz,Utah Jazz
476,Thu Dec 23 2021,10:00p,Memphis Grizzlies,104,Golden State Warriors,113,Chase Center,9,Memphis Grizzlies Vs Golden State Warriors,Golden State Warriors
477,Thu Dec 23 2021,10:30p,San Antonio Spurs,138,Los Angeles Lakers,110,Crypto.com Arena,28,San Antonio Spurs Vs Los Angeles Lakers,San Antonio Spurs
478,Sat Dec 25 2021,12:00p,Atlanta Hawks,87,New York Knicks,101,Madison Square Garden (IV),14,Atlanta Hawks Vs New York Knicks,New York Knicks
479,Sat Dec 25 2021,2:30p,Boston Celtics,113,Milwaukee Bucks,117,Fiserv Forum,4,Boston Celtics Vs Milwaukee Bucks,Milwaukee Bucks
480,Sat Dec 25 2021,5:00p,Golden State Warriors,116,Phoenix Suns,107,Phoenix Suns Arena,9,Golden State Warriors Vs Phoenix Suns,Golden State Warriors
481,Sat Dec 25 2021,8:00p,Brooklyn Nets,122,Los Angeles Lakers,115,Crypto.com Arena,7,Brooklyn Nets Vs Los Angeles Lakers,Brooklyn Nets
482,Sat Dec 25 2021,10:30p,Dallas Mavericks,116,Utah Jazz,120,Vivint Smart Home Arena,4,Dallas Mavericks Vs Utah Jazz,Utah Jazz
483,Sun Dec 26 2021,3:30p,Orlando Magic,83,Miami Heat,93,FTX Arena,10,Orlando Magic Vs Miami Heat,Miami Heat
484,Sun Dec 26 2021,6:00p,Toronto Raptors,99,Cleveland Cavaliers,144,Rocket Mortgage Fieldhouse,45,Toronto Raptors Vs Cleveland Cavaliers,Cleveland Cavaliers
485,Sun Dec 26 2021,6:00p,Memphis Grizzlies,127,Sacramento Kings,102,Golden 1 Center,25,Memphis Grizzlies Vs Sacramento Kings,Memphis Grizzlies
486,Sun Dec 26 2021,6:00p,Philadelphia 76ers,117,Washington Wizards,96,Capital One Arena,21,Philadelphia 76ers Vs Washington Wizards,Philadelphia 76ers
487,Sun Dec 26 2021,7:00p,New Orleans Pelicans,112,Oklahoma City Thunder,117,Paycom Center,5,New Orleans Pelicans Vs Oklahoma City Thunder,Oklahoma City Thunder
488,Sun Dec 26 2021,7:00p,Detroit Pistons,109,San Antonio Spurs,144,AT&T Center,35,Detroit Pistons Vs San Antonio Spurs,San Antonio Spurs
489,Sun Dec 26 2021,8:00p,Indiana Pacers,105,Chicago Bulls,113,United Center,8,Indiana Pacers Vs Chicago Bulls,Chicago Bulls
490,Sun Dec 26 2021,9:00p,Denver Nuggets,103,Los Angeles Clippers,100,Crypto.com Arena,3,Denver Nuggets Vs Los Angeles Clippers,Denver Nuggets
491,Mon Dec 27 2021,7:00p,Houston Rockets,99,Charlotte Hornets,123,Spectrum Center,24,Houston Rockets Vs Charlotte Hornets,Charlotte Hornets
492,Mon Dec 27 2021,7:30p,Chicago Bulls,130,Atlanta Hawks,118,State Farm Arena,12,Chicago Bulls Vs Atlanta Hawks,Chicago Bulls
493,Mon Dec 27 2021,8:00p,Boston Celtics,103,Minnesota Timberwolves,108,Target Center,5,Boston Celtics Vs Minnesota Timberwolves,Minnesota Timberwolves
494,Mon Dec 27 2021,8:30p,Utah Jazz,110,San Antonio Spurs,104,AT&T Center,6,Utah Jazz Vs San Antonio Spurs,Utah Jazz
495,Mon Dec 27 2021,9:00p,Memphis Grizzlies,114,Phoenix Suns,113,Phoenix Suns Arena,1,Memphis Grizzlies Vs Phoenix Suns,Memphis Grizzlies
