Rk,Player,Pos,Age,Team,G,MP,,FG,2P,3P,eFG,FT,TS,FTr,3PAr,,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,,FG Add,TS Add,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,Player Shooting %,,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,,,
156,Donte DiVincenzo\divindo01,SG,25,SAC,1,19,,.222,.500,.143,.278,1.000,.354,.222,.778,,49,95,41,53,129,63,92,194,,-4.5,-4.1
157,Luka Dončić\doncilu01,PG,22,DAL,42,1483,,.452,.527,.329,.514,.733,.555,.329,.382,,99,100,94,98,95,99,137,95,,-20.6,-9.9
158,Luguentz Dort\dortlu01,SF,22,OKC,51,1665,,.404,.487,.332,.493,.843,.541,.263,.539,,89,92,95,94,109,97,109,134,,-47.6,-29.6
159,Ayo Dosunmu\dosunay01,SG,22,CHI,52,1321,,.527,.592,.419,.605,.661,.616,.179,.374,,116,112,120,115,86,110,74,93,,49.8,38.1
160,Damyean Dotson\dotsoda01,SG,27,NYK,2,21,,.500,.667,.000,.500,,.500,.000,.250,,110,126,,95,,89,,62,,-0.2,-0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Devon Dotson\dotsode01,PG,22,CHI,11,85,,.478,.643,.222,.522,.556,.538,.391,.391,,105,122,64,99,72,96,163,98,,-0.2,-1.2
162,Sekou Doumbouya\doumbse01,PF,21,LAL,2,16,,.625,.667,.500,.688,.750,.717,.500,.250,,137,126,143,131,97,128,208,62,,2.6,3.1
163,Jeff Dowtin\dowtije01,PG,24,TOT,5,31,,.429,.600,.000,.429,,.429,.000,.286,,94,114,,81,,77,,71,,-1.4,-1.8
164,Jeff Dowtin\dowtije01,PG,24,GSW,4,28,,.500,.600,.000,.500,,.500,.000,.167,,110,114,,95,,89,,42,,-0.3,-0.7
165,Jeff Dowtin\dowtije01,PG,24,MIL,1,3,,.000,,.000,.000,,.000,.000,1.000,,,,,,,,,250,,-1.1,-1.1
166,PJ Dozier\doziepj01,SG,25,DEN,18,340,,.364,.412,.312,.439,.769,.463,.131,.485,,80,78,89,84,100,83,55,121,,-17.1,-20.2
167,Goran Dragić\dragigo01,PG,35,TOR,5,90,,.382,.450,.286,.441,1.000,.521,.294,.412,,84,85,82,84,129,93,122,103,,-5.8,-3.0
168,Andre Drummond\drumman01,C,28,PHI,49,902,,.538,.542,.000,.538,.512,.544,.345,.008,,118,103,,102,66,97,143,2,,5.7,-8.8
169,Chris Duarte\duartch01,SG,24,IND,50,1433,,.435,.485,.364,.510,.792,.540,.184,.416,,95,92,104,97,103,96,77,104,,-17.8,-24.7
170,David Duke Jr.\dukeda01,PG,22,BRK,17,289,,.366,.419,.258,.409,.842,.454,.204,.333,,80,80,74,78,109,81,85,83,,-21.8,-21.4
171,Kevin Durant\duranke01,PF,33,BRK,36,1313,,.520,.568,.372,.566,.894,.626,.350,.247,,114,108,107,108,116,112,145,62,,58.2,111.5
172,Jaime Echenique\echenja01,C,24,WAS,1,3,,,,,,,,,,,,,,,,,,,,.0,.0
173,Anthony Edwards\edwaran01,SG,20,MIN,51,1784,,.441,.513,.362,.527,.794,.559,.213,.479,,97,97,104,100,103,100,89,120,,2.5,-0.5
174,Kessler Edwards\edwarke02,SF,21,BRK,25,639,,.417,.488,.345,.503,.800,.513,.060,.500,,91,93,99,96,104,92,25,125,,-7.7,-16.0
175,Rob Edwards\edwarro01,SG,25,OKC,2,11,,.250,,.250,.375,,.375,.000,1.000,,55,,72,71,,67,,250,,-1.2,-1.5
176,CJ Elleby\ellebcj01,SF,21,POR,33,464,,.408,.486,.304,.473,.850,.504,.154,.431,,89,92,87,90,110,90,64,108,,-13.7,-15.3
177,Wayne Ellington\ellinwa01,SG,34,LAL,34,657,,.399,.471,.392,.577,.800,.580,.027,.907,,87,89,112,110,104,104,11,226,,18.5,7.7
178,Joel Embiid\embiijo01,C,27,PHI,44,1451,,.492,.523,.362,.527,.814,.607,.569,.190,,108,99,104,100,105,108,237,47,,1.6,100.5
179,James Ennis III\ennisja01,SF,31,TOT,7,56,,.458,.500,.375,.521,.800,.553,.208,.333,,101,95,107,99,104,99,87,83,,-0.2,-0.3
180,James Ennis III\ennisja01,SF,31,BRK,2,14,,.286,.200,.500,.357,,.357,.000,.286,,63,38,143,68,,64,,71,,-2.4,-2.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,James Ennis III\ennisja01,SF,31,LAC,2,28,,.636,.714,.500,.727,1.000,.784,.364,.364,,140,135,143,138,129,140,151,91,,4.4,5.7
182,James Ennis III\ennisja01,SF,31,DEN,3,14,,.333,.500,.000,.333,.000,.311,.167,.333,,73,95,,63,,55,69,83,,-2.3,-3.2
183,Drew Eubanks\eubandr01,C,24,SAS,49,595,,.528,.550,.125,.531,.747,.588,.497,.050,,116,104,36,101,97,105,207,13,,1.8,11.1
184,Tacko Fall\fallta01,C,26,CLE,11,59,,.417,.417,,.417,.286,.398,.583,.000,,91,79,,79,37,71,243,,,-2.6,-4.9
185,Derrick Favors\favorde01,C,30,OKC,36,604,,.506,.542,.133,.512,.636,.523,.129,.088,,111,103,38,97,82,93,54,22,,-4.8,-13.1
186,Bruno Fernando\fernabr01,C,23,BOS,20,58,,.500,.462,1.000,.536,.800,.586,.357,.071,,110,88,286,102,104,105,149,18,,.3,.9
187,Dorian Finney-Smith\finnedo01,PF,28,DAL,56,1833,,.435,.548,.360,.543,.682,.557,.139,.603,,95,104,103,103,88,99,58,151,,16.4,-3.0
188,Malik Fitts\fittsma01,PF,24,UTA,7,35,,.222,.000,.500,.333,,.333,.000,.444,,49,,143,63,,60,,111,,-3.5,-4.1
189,Malachi Flynn\flynnma01,PG,23,TOR,32,290,,.373,.440,.308,.451,.667,.462,.088,.510,,82,83,88,86,86,83,37,127,,-15.3,-20.6
190,Bryn Forbes\forbebr01,SG,28,TOT,53,927,,.426,.444,.409,.528,.898,.558,.145,.498,,94,84,117,100,116,100,60,124,,1.8,-1.7
191,Bryn Forbes\forbebr01,SG,28,SAS,40,676,,.432,.448,.417,.539,.898,.572,.166,.510,,95,85,119,102,116,102,69,127,,7.7,7.6
192,Bryn Forbes\forbebr01,SG,28,DEN,13,251,,.411,.433,.385,.500,.900,.520,.089,.464,,90,82,110,95,116,93,37,116,,-5.8,-9.3
193,Aleem Ford\fordal03,SF,24,ORL,5,74,,.300,.800,.133,.350,,.350,.000,.750,,66,152,38,67,,63,,187,,-7.0,-8.4
194,Trent Forrest\forretr01,PG,23,UTA,44,538,,.538,.598,.235,.558,.794,.601,.327,.163,,118,113,67,106,103,107,136,41,,6.6,9.9
195,Evan Fournier\fournev01,SG,29,NYK,55,1605,,.422,.466,.394,.542,.713,.555,.120,.608,,93,88,113,103,92,99,50,152,,21.4,-6.0
196,De'Aaron Fox\foxde01,PG,24,SAC,46,1578,,.461,.514,.263,.489,.752,.536,.337,.213,,101,98,75,93,97,96,140,53,,-59.5,-43.5
197,Tim Frazier\fraziti01,PG,31,ORL,10,200,,.302,.269,.353,.372,.556,.394,.209,.395,,66,51,101,71,72,70,87,99,,-13.2,-15.6
198,Wenyen Gabriel\gabriwe01,PF,24,TOT,7,47,,.385,.375,.400,.462,.500,.474,.308,.385,,84,71,115,88,65,85,128,96,,-1.7,-2.5
199,Wenyen Gabriel\gabriwe01,PF,24,BRK,1,1,,,,,,,,,,,,,,,,,,,,.0,.0
200,Wenyen Gabriel\gabriwe01,PF,24,LAC,6,46,,.385,.375,.400,.462,.500,.474,.308,.385,,84,71,115,88,65,85,128,96,,-1.7,-2.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Daniel Gafford\gaffoda01,C,23,WAS,48,988,,.678,.678,,.678,.756,.700,.322,.000,,149,129,,129,98,125,134,,,81.2,85.8
202,Danilo Gallinari\gallida01,PF,33,ATL,45,1042,,.415,.441,.391,.516,.918,.580,.315,.513,,91,84,112,98,119,104,131,128,,-7.1,16.2
203,Langston Galloway\gallola01,SG,30,TOT,7,107,,.231,.400,.125,.269,,.269,.000,.615,,51,76,36,51,,48,,154,,-13.3,-15.1
204,Langston Galloway\gallola01,SG,30,BRK,4,58,,.385,.600,.250,.462,,.462,.000,.615,,84,114,72,88,,82,,154,,-1.7,-2.5
205,Langston Galloway\gallola01,SG,30,MIL,3,49,,.077,.200,.000,.077,,.077,.000,.615,,17,38,,15,,14,,154,,-11.7,-12.5
206,Darius Garland\garlada01,PG,22,CLE,46,1591,,.474,.544,.377,.553,.909,.582,.148,.417,,104,103,108,105,118,104,61,104,,40.4,36.1
207,Marcus Garrett\garrema01,SG,23,MIA,12,128,,.238,.235,.250,.262,.400,.280,.238,.190,,52,45,72,50,52,50,99,48,,-11.1,-13.0
208,Usman Garuba\garubus01,PF,19,HOU,15,105,,.333,.545,.154,.375,.500,.382,.083,.542,,73,103,44,71,65,68,35,135,,-7.2,-8.8
209,Luka Garza\garzalu01,C,23,DET,29,340,,.444,.494,.341,.500,.643,.530,.339,.331,,97,94,98,95,83,95,141,83,,-6.4,-8.5
210,Rudy Gay\gayru01,PF,35,UTA,35,699,,.418,.518,.340,.514,.790,.551,.242,.562,,92,98,97,98,102,98,101,140,,-6.3,-5.1
211,Paul George\georgpa01,SF,31,LAC,26,924,,.421,.484,.323,.484,.880,.528,.210,.390,,92,92,92,92,114,94,88,97,,-46.8,-38.9
212,Taj Gibson\gibsota01,C,36,NYK,37,674,,.533,.571,.381,.571,.758,.607,.314,.200,,117,108,109,109,98,108,131,50,,9.6,11.2
213,Josh Giddey\giddejo01,SG,19,OKC,51,1591,,.415,.492,.257,.457,.722,.475,.117,.328,,91,93,74,87,93,85,49,82,,-84.9,-109.8
214,Shai Gilgeous-Alexander\gilgesh01,PG,23,OKC,43,1487,,.424,.488,.278,.466,.811,.531,.377,.306,,93,93,80,89,105,95,157,76,,-93.9,-52.2
215,Anthony Gill\gillan01,PF,29,WAS,23,166,,.676,.690,.625,.743,.714,.757,.568,.216,,148,131,179,141,92,135,236,54,,16.1,18.2
216,Freddie Gillespie\gillefr01,PF,24,ORL,9,119,,.409,.429,.000,.409,.429,.419,.318,.045,,90,81,,78,55,75,132,11,,-5.1,-7.1
217,Rudy Gobert\goberru01,C,29,UTA,42,1364,,.707,.712,.000,.707,.690,.728,.848,.006,,155,135,,135,89,130,353,1,,121.6,155.2
218,Brandon Goodwin\goodwbr01,PG,26,CLE,16,254,,.388,.396,.375,.459,.500,.466,.165,.376,,85,75,107,87,65,83,68,94,,-11.4,-17.0
219,Jordan Goodwin\goodwjo01,SG,23,WAS,2,6,,.000,.000,.000,.000,,.000,.000,.333,,,,,,,,,83,,-3.2,-3.4
220,Aaron Gordon\gordoaa01,PF,26,DEN,51,1621,,.519,.607,.333,.573,.735,.601,.271,.323,,114,115,95,109,95,107,113,81,,52.1,51.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Eric Gordon\gordoer01,SG,33,HOU,45,1326,,.491,.558,.427,.600,.757,.626,.251,.511,,108,106,122,114,98,112,104,128,,68.3,67.8
222,Devonte' Graham\grahade01,PG,26,NOP,52,1615,,.361,.394,.345,.478,.845,.510,.162,.680,,79,75,99,91,109,91,67,170,,-60.9,-67.4
223,Jerami Grant\grantje01,PF,27,DET,31,1001,,.411,.457,.321,.465,.835,.533,.371,.341,,90,87,92,88,108,95,154,85,,-57.6,-29.3
224,Hassani Gravett\graveha01,PG,25,ORL,8,171,,.474,.583,.423,.618,.750,.629,.105,.684,,104,111,121,118,97,112,44,171,,7.0,5.5
225,Danny Green\greenda02,SF,34,PHI,38,888,,.407,.514,.385,.568,.900,.577,.047,.836,,89,98,110,108,116,103,19,209,,17.9,7.6
226,Draymond Green\greendr01,PF,31,GSW,34,1018,,.537,.604,.286,.567,.597,.581,.333,.209,,118,115,82,108,77,104,139,52,,16.6,10.0
227,JaMychal Green\greenja01,PF,31,DEN,43,636,,.453,.608,.255,.509,.860,.558,.266,.439,,99,115,73,97,111,100,111,110,,-7.1,-0.6
228,Javonte Green\greenja02,SF,28,CHI,40,953,,.541,.628,.316,.585,.819,.632,.351,.278,,119,119,90,111,106,113,146,69,,24.4,34.1
229,Jalen Green\greenja05,SG,19,HOU,40,1213,,.381,.462,.295,.452,.828,.507,.288,.484,,84,88,84,86,107,91,120,121,,-74.1,-59.5
230,Jeff Green\greenje02,C,35,DEN,52,1280,,.511,.597,.328,.563,.828,.614,.353,.321,,112,113,94,107,107,110,147,80,,28.3,47.7
231,Josh Green\greenjo02,SG,21,DAL,42,588,,.507,.570,.294,.541,.714,.566,.236,.230,,111,108,84,103,92,101,98,57,,4.3,2.1
232,Blake Griffin\griffbl01,PF,32,BRK,45,847,,.416,.568,.230,.468,.735,.503,.242,.448,,91,108,66,89,95,90,101,112,,-32.6,-35.0
233,Quentin Grimes\grimequ01,SG,21,NYK,37,624,,.419,.500,.399,.578,.647,.584,.091,.796,,92,95,114,110,84,104,38,199,,19.4,9.5
234,Kyle Guy\guyky01,SG,24,MIA,15,175,,.433,.480,.400,.550,.700,.567,.167,.583,,95,91,115,105,91,101,69,146,,2.9,.9
235,Rui Hachimura\hachiru01,PF,23,WAS,16,293,,.451,.456,.441,.518,.773,.546,.195,.301,,99,86,126,98,100,98,81,75,,-1.9,-3.3
236,Tyrese Haliburton\halibty01,SG-PG,21,TOT,53,1837,,.462,.493,.422,.554,.841,.583,.174,.439,,101,93,121,105,109,104,72,110,,35.1,31.0
237,Tyrese Haliburton\halibty01,SG,21,SAC,51,1757,,.457,.491,.413,.546,.837,.575,.177,.430,,100,93,118,104,108,103,74,107,,23.6,19.9
238,Tyrese Haliburton\halibty01,PG,21,IND,2,80,,.552,.545,.556,.724,1.000,.742,.103,.621,,121,103,159,138,129,133,43,155,,11.5,11.1
239,Tyler Hall\hallty01,SG,24,NYK,1,2,,,,,,,,,,,,,,,,,,,,.0,.0
240,R.J. Hampton\hamptrj01,SG,20,ORL,42,815,,.382,.393,.364,.452,.608,.478,.282,.382,,84,75,104,86,79,85,117,95,,-41.5,-51.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Tim Hardaway Jr.\hardati02,SG,29,DAL,42,1245,,.394,.473,.336,.491,.757,.520,.194,.574,,86,90,96,93,98,93,81,143,,-37.5,-45.9
242,James Harden\hardeja01,PG,32,BRK,44,1627,,.414,.476,.332,.486,.869,.576,.496,.435,,91,90,95,92,112,103,206,109,,-56.6,27.5
243,Maurice Harkless\harklma01,SF,28,SAC,39,767,,.461,.644,.319,.551,.731,.569,.156,.563,,101,122,91,105,95,102,65,141,,8.3,3.3
244,Jared Harper\harpeja01,PG,24,NOP,2,10,,.429,.400,.500,.500,,.500,.000,.286,,94,76,143,95,,89,,71,,-0.4,-0.8
245,Montrezl Harrell\harremo01,C,28,TOT,48,1168,,.652,.668,.267,.657,.712,.687,.547,.037,,143,127,76,125,92,123,228,9,,105.3,126.5
246,Montrezl Harrell\harremo01,C,28,WAS,46,1117,,.645,.660,.267,.650,.727,.684,.535,.039,,141,125,76,124,94,122,223,10,,95.1,117.4
247,Montrezl Harrell\harremo01,C,28,CHO,2,51,,.824,.824,,.824,.500,.756,.824,.000,,181,156,,157,65,135,342,,,10.1,9.1
248,Gary Harris\harriga01,SG,27,ORL,50,1471,,.440,.504,.381,.540,.846,.568,.167,.521,,97,96,109,103,110,102,69,130,,12.7,8.8
249,Joe Harris\harrijo01,SF,30,BRK,14,423,,.452,.417,.466,.617,.833,.624,.048,.710,,99,79,133,117,108,111,20,177,,22.6,16.3
250,Shaquille Harrison\harrish01,SG,28,BRK,2,23,,.333,.500,.000,.333,,.333,.000,.333,,73,95,,63,,60,,83,,-2.3,-2.7
251,Tobias Harris\harrito02,PF,29,PHI,47,1664,,.487,.526,.354,.527,.848,.568,.232,.227,,107,100,101,100,110,101,97,57,,2.2,13.1
252,Isaiah Hartenstein\harteis01,C,23,LAC,44,695,,.619,.623,.500,.626,.681,.645,.330,.028,,136,118,143,119,88,115,137,7,,43.7,42.6
253,Josh Hart\hartjo01,SG-PF,26,TOT,42,1411,,.508,.599,.331,.564,.753,.608,.407,.342,,111,114,95,107,97,109,169,85,,30.4,45.8
254,Josh Hart\hartjo01,PF,26,NOP,41,1374,,.505,.598,.323,.560,.753,.604,.399,.337,,111,113,93,106,97,108,166,84,,26.0,40.1
255,Josh Hart\hartjo01,SG,26,POR,1,37,,.583,.667,.500,.708,.750,.741,.667,.500,,128,126,143,135,97,132,277,125,,4.4,5.6
256,Udonis Haslem\hasleud01,C,41,MIA,9,57,,.500,.500,.500,.523,1.000,.557,.136,.091,,110,95,143,99,129,100,57,23,,-0.1,-0.1
257,Sam Hauser\hausesa01,SF,24,BOS,10,41,,.286,,.286,.429,,.429,.000,1.000,,63,,82,81,,77,,250,,-2.7,-3.7
258,Jaxson Hayes\hayesja02,C,21,NOP,44,725,,.630,.679,.269,.646,.776,.688,.495,.120,,138,129,77,123,100,123,206,30,,51.8,67.6
259,Killian Hayes\hayeski01,PG,20,DET,44,1093,,.368,.428,.277,.423,.816,.458,.172,.393,,81,81,79,80,106,82,71,98,,-58.8,-62.1
260,Gordon Hayward\haywago01,SF,31,CHO,48,1547,,.460,.499,.390,.529,.846,.571,.244,.357,,101,95,112,101,109,102,101,89,,4.3,15.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Aaron Henry\henryaa01,SF,22,PHI,6,17,,.200,.250,.000,.200,,.200,.000,.200,,44,47,,38,,36,,50,,-3.3,-3.6
262,Juancho Hernangómez\hernaju01,PF,26,TOT,24,148,,.212,.333,.143,.258,.692,.336,.394,.636,,47,63,41,49,90,60,164,159,,-17.7,-17.3
263,Juancho Hernangómez\hernaju01,PF,26,BOS,18,96,,.185,.222,.167,.241,.667,.307,.333,.667,,41,42,48,46,86,55,139,166,,-15.4,-15.7
264,Juancho Hernangómez\hernaju01,PF,26,SAS,5,51,,.333,.667,.000,.333,.750,.451,.667,.500,,73,126,,63,97,81,277,125,,-2.3,-1.7
265,Juancho Hernangómez\hernaju01,PF,26,UTA,1,1,,,,,,,,,,,,,,,,,,,,.0,.0
266,Willy Hernangómez\hernawi01,C,27,NOP,29,480,,.529,.533,.429,.537,.741,.586,.433,.037,,116,101,123,102,96,105,180,9,,4.3,11.8
267,Tyler Herro\herroty01,SG,22,MIA,46,1504,,.427,.461,.374,.500,.879,.536,.177,.389,,94,87,107,95,114,96,74,97,,-41.3,-40.3
268,Buddy Hield\hieldbu01,SG,29,TOT,57,1654,,.380,.427,.361,.508,.860,.533,.128,.711,,83,81,103,97,111,95,53,177,,-25.8,-40.7
269,Buddy Hield\hieldbu01,SG,29,SAC,55,1574,,.382,.419,.368,.514,.870,.540,.133,.714,,84,79,105,98,113,96,55,178,,-16.9,-28.9
270,Buddy Hield\hieldbu01,SG,29,IND,2,80,,.333,.538,.217,.403,.000,.398,.028,.639,,73,102,62,77,,71,12,159,,-8.9,-11.8
271,Haywood Highsmith\highsha01,SF,25,MIA,4,42,,.500,.000,.571,.750,,.750,.000,.875,,110,,164,143,,134,,218,,3.6,3.0
272,George Hill\hillge01,SG,35,MIL,41,1044,,.436,.556,.316,.515,.960,.564,.214,.500,,96,105,91,98,124,101,89,125,,-5.1,2.5
273,Malcolm Hill\hillma01,SF-SG,26,TOT,16,196,,.479,.667,.394,.615,.786,.646,.292,.688,,105,126,113,117,102,115,121,172,,8.5,9.4
274,Malcolm Hill\hillma01,SG,26,ATL,3,46,,.625,.667,.600,.812,1.000,.871,.500,.625,,137,126,172,154,129,156,208,156,,4.6,6.1
275,Malcolm Hill\hillma01,SF,26,CHI,13,150,,.450,.667,.357,.575,.700,.597,.250,.700,,99,126,102,109,91,107,104,175,,3.9,3.3
276,Solomon Hill\hillso01,PF,30,ATL,13,139,,.150,.143,.154,.200,,.200,.000,.650,,33,27,44,38,,36,,162,,-13.0,-14.4
277,Nate Hinton\hintona01,SG,22,IND,2,2,,.000,.000,,.000,,.000,.000,.000,,,,,,,,,,,-1.1,-1.1
278,Jaylen Hoard\hoardja01,SF,22,OKC,1,2,,.000,.000,,.000,,.000,.000,.000,,,,,,,,,,,-1.1,-1.1
279,Aaron Holiday\holidaa01,PG,25,TOT,42,672,,.475,.530,.357,.532,.800,.557,.160,.320,,104,101,102,101,104,99,66,80,,2.6,-1.3
280,Aaron Holiday\holidaa01,PG,25,WAS,41,663,,.467,.524,.343,.521,.800,.547,.164,.313,,102,99,98,99,104,98,68,78,,-2.1,-5.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Aaron Holiday\holidaa01,PG,25,PHO,1,9,,.800,1.000,.667,1.000,,1.000,.000,.600,,175,190,191,190,,179,,150,,4.7,4.4
282,Jrue Holiday\holidjr01,PG,31,MIL,44,1442,,.505,.553,.402,.569,.769,.590,.167,.319,,111,105,115,108,100,105,69,80,,53.6,40.4
283,Justin Holiday\holidju01,SG-SF,32,TOT,51,1476,,.411,.504,.376,.548,.837,.564,.090,.730,,90,96,108,104,108,101,37,182,,21.3,4.0
284,Justin Holiday\holidju01,SF,32,IND,49,1416,,.415,.516,.378,.553,.829,.568,.090,.734,,91,98,108,105,107,102,37,183,,25.3,8.2
285,Justin Holiday\holidju01,SG,32,SAC,2,60,,.316,.286,.333,.421,1.000,.453,.105,.632,,69,54,95,80,129,81,44,158,,-4.0,-4.2
286,Richaun Holmes\holmeri01,C,28,SAC,39,980,,.684,.689,.400,.687,.770,.710,.316,.018,,150,131,115,131,100,127,132,5,,88.7,94.4
287,Rodney Hood\hoodro01,SF,29,MIL,39,581,,.351,.431,.300,.443,.929,.470,.107,.611,,77,82,86,84,120,84,44,152,,-21.8,-24.5
288,Scotty Hopson\hopsosc01,SG,32,OKC,1,18,,.500,.667,.000,.500,,.500,.000,.250,,110,126,,95,,89,,62,,-0.2,-0.5
289,Al Horford\horfoal01,C,35,BOS,49,1388,,.438,.558,.299,.507,.844,.541,.184,.464,,96,106,86,96,109,97,77,116,,-15.7,-16.7
290,Talen Horton-Tucker\hortota01,SG,21,LAL,41,1057,,.414,.483,.282,.463,.808,.502,.217,.344,,91,92,81,88,105,90,90,86,,-45.7,-45.3
291,Danuel House Jr.\houseda01,SF,28,TOT,24,371,,.386,.436,.339,.474,.818,.525,.289,.518,,85,83,97,90,106,94,120,129,,-11.9,-8.8
292,Danuel House Jr.\houseda01,SF,28,HOU,16,233,,.338,.375,.294,.405,.895,.467,.257,.459,,74,71,84,77,116,84,107,115,,-17.8,-15.2
293,Danuel House Jr.\houseda01,SF,28,NYK,1,3,,.000,,.000,.000,,.000,.000,1.000,,,,,,,,,250,,-1.1,-1.1
294,Danuel House Jr.\houseda01,SF,28,UTA,7,135,,.487,.600,.417,.615,.714,.642,.359,.615,,107,114,119,117,92,115,149,154,,7.0,7.5
295,Dwight Howard\howardw01,C,36,LAL,41,594,,.621,.617,.667,.645,.612,.657,.685,.073,,136,117,191,123,79,117,285,18,,29.6,31.4
296,Markus Howard\howarma02,SG,22,DEN,22,134,,.370,.200,.434,.527,.929,.568,.192,.726,,81,38,124,100,120,102,80,181,,.2,1.4
297,Kevin Huerter\huertke01,SG,23,ATL,49,1424,,.459,.553,.369,.554,.800,.565,.072,.514,,101,105,106,105,104,101,30,128,,26.9,5.1
298,Jay Huff\huffja01,C,23,LAL,4,20,,.000,.000,.000,.000,,.000,.000,.667,,,,,,,,,166,,-3.2,-3.4
299,Elijah Hughes\hugheel01,SF-SG,23,TOT,15,123,,.405,.667,.333,.536,1.000,.554,.071,.786,,89,126,95,102,129,99,30,196,,.8,-0.5
300,Elijah Hughes\hugheel01,SF,23,UTA,14,112,,.417,.625,.357,.556,1.000,.576,.083,.778,,91,119,102,106,129,103,35,194,,2.1,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Elijah Hughes\hugheel01,SG,23,POR,1,11,,.333,1.000,.200,.417,,.417,.000,.833,,73,190,57,79,,74,,208,,-1.3,-1.7
302,De'Andre Hunter\huntede01,SF,24,ATL,28,811,,.442,.472,.382,.507,.701,.536,.256,.339,,97,90,109,96,91,96,106,85,,-11.6,-15.8
303,Chandler Hutchison\hutchch01,SF,25,PHO,6,22,,.500,.500,,.500,1.000,.694,1.000,.000,,110,95,,95,129,124,416,,,-0.1,.8
304,Bones Hyland\hylanbo01,PG,21,DEN,44,784,,.370,.410,.346,.477,.891,.512,.157,.618,,81,78,99,91,115,91,65,154,,-34.2,-35.9
305,Serge Ibaka\ibakase01,C,32,LAC,35,538,,.490,.538,.387,.552,.690,.567,.151,.323,,107,102,111,105,89,101,63,81,,10.0,2.8
306,Andre Iguodala\iguodan01,SF,38,GSW,26,518,,.392,.634,.230,.461,.812,.491,.157,.598,,86,120,66,88,105,88,65,149,,-13.3,-15.0
307,Joe Ingles\inglejo01,SF,34,UTA,45,1122,,.404,.617,.347,.540,.773,.551,.077,.789,,88,117,99,103,100,99,32,197,,8.2,-4.8
308,Brandon Ingram\ingrabr01,SF,24,NOP,42,1448,,.451,.486,.344,.494,.821,.545,.304,.245,,99,92,98,94,106,97,126,61,,-50.0,-25.1
309,Kyrie Irving\irvinky01,PG,29,BRK,14,507,,.452,.495,.368,.514,.925,.555,.189,.338,,99,94,105,98,120,99,78,84,,-6.6,-2.6
310,Wes Iwundu\iwundwe01,SF,27,ATL,3,82,,.444,.385,.600,.528,.750,.557,.222,.278,,97,73,172,100,97,99,92,69,,.1,-0.1
311,Frank Jackson\jacksfr01,PG,23,DET,43,968,,.410,.543,.319,.505,.795,.536,.194,.592,,90,103,91,96,103,96,81,148,,-16.8,-20.3
312,Isaiah Jackson\jacksis01,PF,20,IND,20,193,,.542,.553,.429,.560,.667,.590,.398,.084,,119,105,123,107,86,105,165,21,,5.7,5.9
313,Jaren Jackson Jr.\jacksja02,PF,22,MEM,57,1591,,.418,.483,.322,.483,.803,.537,.326,.399,,92,92,92,92,104,96,136,100,,-67.4,-40.9
314,Josh Jackson\jacksjo02,SF,24,DET,39,707,,.410,.529,.265,.470,.714,.501,.223,.450,,90,100,76,89,92,89,93,112,,-28.0,-32.5
315,Justin Jackson\jacksju01,SF,26,TOT,7,37,,.333,.333,.333,.433,1.000,.472,.133,.600,,73,63,95,82,129,84,55,150,,-2.8,-2.8
316,Justin Jackson\jacksju01,SF,26,BOS,1,2,,.000,.000,,.000,1.000,.532,2.000,.000,,,,,,129,95,832,,,-1.1,-0.1
317,Justin Jackson\jacksju01,SF,26,PHO,6,35,,.357,.400,.333,.464,,.464,.000,.643,,78,76,95,88,,83,,160,,-1.7,-2.7
318,Reggie Jackson\jacksre01,SG,31,LAC,54,1659,,.397,.451,.330,.471,.835,.497,.135,.444,,87,86,94,89,108,89,56,111,,-94.2,-112.3
319,LeBron James\jamesle01,SF,37,LAL,40,1469,,.520,.619,.352,.585,.746,.613,.270,.373,,114,117,101,111,97,110,112,93,,100.2,101.0
320,DeJon Jarreau\jarrede01,SG,24,IND,1,1,,,,,,,,,,,,,,,,,,,,.0,.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
